,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipment Days,Order Year,Ship Year,Gender
2152,2017-09-15,2017-09-19,Standard Class,Rick Duston,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,2.688,1.0,0.2,0.84,4.0,2017,2017,Male
2153,2015-09-28,2015-10-04,Standard Class,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners,4.512,3.0,0.2,0.846,6.0,2015,2015,Unknown
2154,2016-10-06,2016-10-07,First Class,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,67.96,5.0,0.2,0.8495,1.0,2016,2016,Female
2155,2017-03-04,2017-03-06,Second Class,Tonja Turnell,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.464,1.0,0.2,0.8624,2.0,2017,2017,Female
2156,2016-04-16,2016-04-18,Second Class,Bryan Mills,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,28.8,3.0,0.0,0.864,2.0,2016,2016,Male
2157,2017-09-04,2017-09-06,First Class,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,6.912,3.0,0.2,0.864,2.0,2017,2017,Female
2158,2017-12-28,2018-01-02,Standard Class,Christopher Schild,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1.0,0.0,0.868,5.0,2017,2018,Male
2159,2016-11-24,2016-11-26,Second Class,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.344,3.0,0.2,0.8688,2.0,2016,2016,Unknown
2160,2014-10-03,2014-10-07,Standard Class,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.344,3.0,0.2,0.8688,4.0,2014,2014,Male
2161,2017-03-08,2017-03-15,Standard Class,Alan Hwang,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,3.36,2.0,0.0,0.8736,7.0,2017,2017,Male
2162,2016-07-19,2016-07-25,Standard Class,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Storage,87.92,4.0,0.0,0.8792,6.0,2016,2016,Female
2163,2017-07-03,2017-07-08,Standard Class,Rob Dowd,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,87.92,4.0,0.0,0.8792,5.0,2017,2017,Male
2164,2016-03-28,2016-03-31,Second Class,Chris Cortes,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,87.92,4.0,0.0,0.8792,3.0,2016,2016,Unknown
2165,2014-10-21,2014-10-26,Standard Class,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1.0,0.0,0.8804,5.0,2014,2014,Male
2166,2014-11-25,2014-11-30,Standard Class,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,2.52,1.0,0.2,0.882,5.0,2014,2014,Male
2167,2016-09-22,2016-09-28,Standard Class,Pierre Wener,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,7.872,3.0,0.2,0.8856,6.0,2016,2016,Male
2168,2014-11-12,2014-11-17,Second Class,Denise Monton,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,7.872,3.0,0.2,0.8856,5.0,2014,2014,Female
2169,2017-01-22,2017-01-25,Second Class,Edward Hooks,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,7.872,3.0,0.2,0.8856,3.0,2017,2017,Male
2170,2015-04-18,2015-04-22,Second Class,Michael Paige,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,7.872,3.0,0.2,0.8856,4.0,2015,2015,Male
2171,2016-08-23,2016-08-29,Standard Class,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Technology,Accessories,1.98,2.0,0.0,0.891,6.0,2016,2016,Male
2172,2014-10-29,2014-11-02,Standard Class,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Accessories,1.98,2.0,0.0,0.891,4.0,2014,2014,Male
2173,2015-03-08,2015-03-10,First Class,Fred Chung,Corporate,United States,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1.0,0.2,0.8946,2.0,2015,2015,Male
2174,2017-08-27,2017-08-30,Second Class,Shui Tom,Consumer,United States,Port Saint Lucie,Florida,34952,South,Office Supplies,Appliances,14.336,4.0,0.2,0.896,3.0,2017,2017,Male
2175,2015-02-14,2015-02-19,Standard Class,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Art,14.352,3.0,0.2,0.897,5.0,2015,2015,Male
2176,2017-10-23,2017-10-28,Second Class,Darrin Martin,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,10.272,3.0,0.2,0.8988,5.0,2017,2017,Male
2177,2014-11-01,2014-11-05,Standard Class,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,10.272,3.0,0.2,0.8988,4.0,2014,2014,Male
2178,2016-03-20,2016-03-22,Second Class,Peter Bühler,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Phones,11.992,1.0,0.2,0.8994,2.0,2016,2016,Male
2179,2015-02-14,2015-02-19,Standard Class,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,Technology,Accessories,71.976,3.0,0.2,0.8997,5.0,2015,2015,Male
2180,2016-07-01,2016-07-02,First Class,Nick Zandusky,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,2.496,1.0,0.2,0.9048,1.0,2016,2016,Male
2181,2017-07-16,2017-07-21,Standard Class,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,2.912,2.0,0.2,0.91,5.0,2017,2017,Female
2182,2016-09-11,2016-09-13,First Class,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,2.912,2.0,0.2,0.91,2.0,2016,2016,Female
2183,2014-07-23,2014-07-27,Standard Class,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,9.24,1.0,0.2,0.924,4.0,2014,2014,Male
2184,2017-09-25,2017-09-27,Second Class,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,10.608,6.0,0.2,0.9282,2.0,2017,2017,Male
2185,2016-10-07,2016-10-11,Standard Class,Mick Crebagga,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Fasteners,93.36,12.0,0.0,0.9336,4.0,2016,2016,Male
2186,2016-09-02,2016-09-06,Standard Class,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,23.67,3.0,0.0,0.9468,4.0,2016,2016,Female
2187,2015-12-25,2016-01-01,Standard Class,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,3.28,1.0,0.0,0.9512,7.0,2015,2016,Male
2188,2015-10-02,2015-10-07,Standard Class,Resi Pölking,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,10.944,2.0,0.2,0.9576,5.0,2015,2015,Female
2189,2017-03-24,2017-03-25,Same Day,Ann Chong,Corporate,United States,Beaumont,Texas,77705,Central,Office Supplies,Storage,12.768,2.0,0.2,0.9576,1.0,2017,2017,Female
2190,2017-01-19,2017-01-23,Standard Class,Raymond Messe,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Envelopes,2.04,1.0,0.0,0.9588,4.0,2017,2017,Male
2191,2014-06-24,2014-06-28,Standard Class,Liz Pelletier,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,4.272,2.0,0.2,0.9612,4.0,2014,2014,Female
2192,2015-08-09,2015-08-16,Standard Class,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1.0,0.0,0.968,7.0,2015,2015,Male
2193,2017-11-16,2017-11-20,Standard Class,Jay Kimmel,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,48.86,7.0,0.0,0.9772,4.0,2017,2017,Male
2194,2017-08-27,2017-08-30,First Class,Stefania Perrino,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Envelopes,2.896,1.0,0.2,0.9774,3.0,2017,2017,Female
2195,2016-04-07,2016-04-11,Standard Class,Sarah Foster,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,3.64,2.0,0.0,0.9828,4.0,2016,2016,Male
2196,2017-10-30,2017-11-03,Standard Class,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,7.168,2.0,0.2,0.9856,4.0,2017,2017,Male
2197,2014-09-20,2014-09-25,Standard Class,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,2.816,2.0,0.2,0.9856,5.0,2014,2014,Female
2198,2015-11-24,2015-11-29,Standard Class,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.168,2.0,0.2,0.99,5.0,2015,2015,Unknown
2199,2015-10-22,2015-10-26,Second Class,Gene McClure,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Storage,9.952,1.0,0.2,0.9952,4.0,2015,2015,Unknown
2200,2014-08-12,2014-08-16,Standard Class,Duane Huffman,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Labels,2.952,1.0,0.2,0.9963,4.0,2014,2014,Male
2201,2017-11-03,2017-11-05,Second Class,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1.0,0.2,0.9995,2.0,2017,2017,Male
2202,2016-07-23,2016-07-28,Standard Class,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2.0,0.2,1.0008,5.0,2016,2016,Unknown
2203,2017-12-03,2017-12-06,Second Class,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Art,13.344,6.0,0.2,1.0008,3.0,2017,2017,Female
2204,2014-03-18,2014-03-23,Standard Class,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,8.016,3.0,0.2,1.002,5.0,2014,2014,Male
2205,2015-10-10,2015-10-17,Standard Class,David Philippe,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,8.016,3.0,0.2,1.002,7.0,2015,2015,Male
2206,2017-08-17,2017-08-24,Standard Class,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Art,8.016,3.0,0.2,1.002,7.0,2017,2017,Female
2207,2015-06-07,2015-06-11,Standard Class,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,8.016,3.0,0.2,1.002,4.0,2015,2015,Male
2208,2017-07-07,2017-07-09,First Class,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.392,3.0,0.2,1.0044,2.0,2017,2017,Male
2209,2014-04-18,2014-04-22,Standard Class,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,2.688,2.0,0.2,1.008,4.0,2014,2014,Unknown
2210,2017-09-30,2017-10-03,First Class,Cari Sayre,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,3.89,1.0,0.0,1.0114,3.0,2017,2017,Female
2211,2016-05-05,2016-05-09,Standard Class,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,5.98,1.0,0.0,1.0166,4.0,2016,2016,Male
2212,2017-11-06,2017-11-06,Same Day,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,16.95,1.0,0.0,1.017,0.0,2017,2017,Male
2213,2016-07-14,2016-07-16,First Class,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,11.632,2.0,0.2,1.0178,2.0,2016,2016,Unknown
2214,2015-12-01,2015-12-05,Standard Class,Matt Abelman,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,3.64,2.0,0.0,1.0192,4.0,2015,2015,Male
2215,2017-12-15,2017-12-19,Standard Class,Saphhira Shifley,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,7.0,0.2,1.0192,4.0,2017,2017,Unknown
2216,2017-05-19,2017-05-21,Second Class,Becky Castell,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,3.52,2.0,0.0,1.0208,2.0,2017,2017,Female
2217,2017-01-20,2017-01-26,Standard Class,Jeremy Farry,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2.0,0.0,1.0208,6.0,2017,2017,Male
2218,2016-12-19,2016-12-24,Second Class,Mark Haberlin,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,3.52,2.0,0.0,1.0208,5.0,2016,2016,Male
2219,2016-09-04,2016-09-09,Standard Class,Ivan Liston,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,3.912,1.0,0.2,1.0269,5.0,2016,2016,Male
2220,2014-08-22,2014-08-25,Second Class,Deanra Eno,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,3.912,1.0,0.2,1.0269,3.0,2014,2014,Male
2221,2015-04-07,2015-04-09,First Class,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.736,3.0,0.2,1.0269,2.0,2015,2015,Male
2222,2016-12-30,2017-01-04,Standard Class,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.712,2.0,0.2,1.0284,5.0,2016,2017,Male
2223,2017-05-18,2017-05-23,Standard Class,Toby Swindell,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.048,1.0,0.2,1.0287,5.0,2017,2017,Unknown
2224,2017-06-11,2017-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,102.96,2.0,0.0,1.0296,2.0,2017,2017,Male
2225,2016-09-25,2016-09-30,Standard Class,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.04,1.0,0.0,1.0336,5.0,2016,2016,Male
2226,2015-10-23,2015-10-23,Same Day,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,11.824,2.0,0.2,1.0346,0.0,2015,2015,Male
2227,2016-11-18,2016-11-22,Standard Class,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,6.368,2.0,0.2,1.0348,4.0,2016,2016,Male
2228,2016-06-26,2016-07-03,Standard Class,Gene McClure,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,14.9,5.0,0.0,1.043,7.0,2016,2016,Unknown
2229,2015-09-17,2015-09-23,Standard Class,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.9,5.0,0.0,1.043,6.0,2015,2015,Male
2230,2016-09-18,2016-09-22,Standard Class,Patrick O'Brill,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,3.0,1.0,0.2,1.05,4.0,2016,2016,Male
2231,2017-04-23,2017-04-27,Standard Class,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,Office Supplies,Labels,3.0,1.0,0.2,1.05,4.0,2017,2017,Male
2232,2014-03-31,2014-03-31,Same Day,Trudy Glocke,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art,4.032,2.0,0.2,1.0584,0.0,2014,2014,Female
2233,2015-02-27,2015-03-02,Standard Class,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,105.98,2.0,0.0,1.0598,3.0,2015,2015,Unknown
2234,2016-08-27,2016-08-29,Second Class,Todd Boyes,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1.0,0.2,1.062,2.0,2016,2016,Male
2235,2016-09-01,2016-09-03,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.048,1.0,0.2,1.0668,2.0,2016,2016,Male
2236,2017-06-12,2017-06-19,Standard Class,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,17.088,2.0,0.2,1.068,7.0,2017,2017,Male
2237,2016-09-20,2016-09-25,Standard Class,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,17.088,2.0,0.2,1.068,5.0,2016,2016,Unknown
2238,2015-11-30,2015-12-03,First Class,Ann Blume,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,17.088,2.0,0.2,1.068,3.0,2015,2015,Female
2239,2017-08-25,2017-08-28,Second Class,Don Weiss,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Paper,3.424,1.0,0.2,1.07,3.0,2017,2017,Male
2240,2014-03-02,2014-03-06,Standard Class,Nicole Hansen,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,3.424,1.0,0.2,1.07,4.0,2014,2014,Female
2241,2017-12-23,2017-12-27,Standard Class,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Art,12.264,7.0,0.2,1.0731,4.0,2017,2017,Male
2242,2017-11-23,2017-11-28,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,3.304,1.0,0.2,1.0738,5.0,2017,2017,Male
2243,2017-07-25,2017-07-29,Standard Class,Dorothy Dickinson,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,3.304,1.0,0.2,1.0738,4.0,2017,2017,Female
2244,2014-06-23,2014-06-28,Standard Class,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,86.376,3.0,0.2,1.0797,5.0,2014,2014,Male
2245,2017-12-22,2017-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,4.17,3.0,0.0,1.0842,4.0,2017,2017,Male
2246,2014-06-21,2014-06-25,Standard Class,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,3.76,2.0,0.0,1.0904,4.0,2014,2014,Male
2247,2017-06-11,2017-06-15,Standard Class,Kristina Nunn,Home Office,United States,Auburn,Alabama,36830,South,Office Supplies,Art,3.76,2.0,0.0,1.0904,4.0,2017,2017,Female
2248,2017-05-14,2017-05-17,First Class,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,3.76,2.0,0.0,1.0904,3.0,2017,2017,Male
2249,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,3.264,2.0,0.2,1.1016,4.0,2015,2015,Unknown
2250,2014-09-25,2014-09-30,Standard Class,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,3.264,2.0,0.2,1.1016,5.0,2014,2014,Female
2251,2014-12-26,2014-12-30,Standard Class,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,8.016,3.0,0.2,1.1022,4.0,2014,2014,Male
2252,2017-10-20,2017-10-20,Same Day,Pete Takahito,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,4.448,2.0,0.2,1.112,0.0,2017,2017,Male
2253,2014-12-26,2014-12-30,Standard Class,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2.0,0.0,1.1136,4.0,2014,2014,Unknown
2254,2015-08-07,2015-08-11,Standard Class,Noel Staavos,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,3.304,1.0,0.2,1.1151,4.0,2015,2015,Male
2255,2014-04-13,2014-04-17,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.856,4.0,0.2,1.116,4.0,2014,2014,Male
2256,2017-10-03,2017-10-09,Standard Class,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Appliances,17.92,5.0,0.2,1.12,6.0,2017,2017,Male
2257,2014-10-19,2014-10-22,Second Class,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,2.992,1.0,0.2,1.122,3.0,2014,2014,Female
2258,2015-10-23,2015-10-28,Standard Class,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3.592,1.0,0.2,1.1225,5.0,2015,2015,Male
2259,2016-04-01,2016-04-05,Standard Class,Frank Preis,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.592,1.0,0.2,1.1225,4.0,2016,2016,Male
2260,2016-08-27,2016-09-01,Standard Class,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,3.528,1.0,0.2,1.1466,5.0,2016,2016,Unknown
2261,2014-08-19,2014-08-21,Second Class,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,9.184,2.0,0.2,1.148,2.0,2014,2014,Male
2262,2015-12-11,2015-12-16,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,13.12,5.0,0.2,1.148,5.0,2015,2015,Male
2263,2017-07-18,2017-07-23,Standard Class,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,9.184,2.0,0.2,1.148,5.0,2017,2017,Male
2264,2017-05-12,2017-05-19,Standard Class,Julie Prescott,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,10.272,3.0,0.2,1.1556,7.0,2017,2017,Female
2265,2015-05-31,2015-05-31,Same Day,Muhammed Lee,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3.0,0.2,1.1556,0.0,2015,2015,Male
2266,2015-08-17,2015-08-23,Standard Class,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Art,10.272,3.0,0.2,1.1556,6.0,2015,2015,Male
2267,2014-12-20,2014-12-23,Second Class,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,4.13,1.0,0.0,1.1564,3.0,2014,2014,Male
2268,2015-09-15,2015-09-19,Second Class,Brendan Murry,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,46.384,1.0,0.2,1.1596,4.0,2015,2015,Male
2269,2015-11-09,2015-11-13,Standard Class,Jesus Ocampo,Home Office,United States,Roseville,California,95661,West,Office Supplies,Fasteners,2.48,2.0,0.0,1.1656,4.0,2015,2015,Unknown
2270,2014-01-09,2014-01-13,Standard Class,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,9.344,2.0,0.2,1.168,4.0,2014,2014,Female
2271,2015-12-03,2015-12-07,Standard Class,Jack Garza,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,9.344,2.0,0.2,1.168,4.0,2015,2015,Male
2272,2016-12-23,2016-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,4.2,2.0,0.0,1.176,7.0,2016,2016,Male
2273,2015-09-06,2015-09-10,Standard Class,Cyma Kinney,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Fasteners,7.24,5.0,0.2,1.1765,4.0,2015,2015,Unknown
2274,2014-11-03,2014-11-08,Standard Class,Annie Thurman,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,3.488,2.0,0.2,1.1772,5.0,2014,2014,Male
2275,2017-05-29,2017-06-02,Standard Class,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,23.55,5.0,0.0,1.1775,4.0,2017,2017,Unknown
2276,2016-09-29,2016-10-01,Second Class,Dario Medina,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4.0,0.2,1.1808,2.0,2016,2016,Male
2277,2016-10-13,2016-10-19,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,15.872,1.0,0.2,1.1904,6.0,2016,2016,Female
2278,2017-07-12,2017-07-18,Standard Class,Cari Schnelling,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,3.816,1.0,0.2,1.1925,6.0,2017,2017,Female
2279,2017-12-25,2017-12-29,Second Class,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,3.62,2.0,0.0,1.1946,4.0,2017,2017,Male
2280,2016-10-30,2016-11-04,Standard Class,Susan Pistek,Consumer,United States,San Luis Obispo,California,93405,West,Office Supplies,Fasteners,3.62,2.0,0.0,1.1946,5.0,2016,2016,Female
2281,2017-10-06,2017-10-06,Same Day,Mark Hamilton,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,19.152,2.0,0.2,1.197,0.0,2017,2017,Male
2282,2015-03-22,2015-03-24,First Class,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360,West,Technology,Phones,15.984,2.0,0.2,1.1988,2.0,2015,2015,Male
2283,2015-03-01,2015-03-03,Second Class,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,15.984,2.0,0.2,1.1988,2.0,2015,2015,Male
2284,2016-03-31,2016-04-02,Second Class,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.984,2.0,0.2,1.1994,2.0,2016,2016,Male
2285,2014-07-14,2014-07-18,Standard Class,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.984,2.0,0.2,1.1994,4.0,2014,2014,Male
2286,2016-11-11,2016-11-17,Standard Class,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,95.968,4.0,0.2,1.1996,6.0,2016,2016,Female
2287,2017-10-23,2017-10-28,Standard Class,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,13.72,1.0,0.2,1.2005,5.0,2017,2017,Male
2288,2015-12-07,2015-12-09,First Class,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,2.61,1.0,0.0,1.2006,2.0,2015,2015,Male
2289,2015-12-10,2015-12-16,Standard Class,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,2.61,1.0,0.0,1.2006,6.0,2015,2015,Male
2290,2016-12-27,2017-01-02,Standard Class,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Labels,2.61,1.0,0.0,1.2006,6.0,2016,2017,Female
2291,2014-03-21,2014-03-25,Standard Class,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2.0,0.2,1.2038,4.0,2014,2014,Female
2292,2016-06-04,2016-06-09,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2.0,0.2,1.2038,5.0,2016,2016,Male
2293,2015-07-18,2015-07-20,Second Class,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.328,2.0,0.2,1.2064,2.0,2015,2015,Male
2294,2014-09-17,2014-09-21,Standard Class,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,30.28,2.0,0.0,1.2112,4.0,2014,2014,Male
2295,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,97.04,2.0,0.2,1.213,6.0,2015,2015,Male
2296,2017-04-07,2017-04-11,Standard Class,Hallie Redmond,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,16.256,2.0,0.2,1.2192,4.0,2017,2017,Male
